[[FileID]],[[Group]],[[GroupNo]],[[Key]],[[Sequence]],[[English]],[[Japanese]],[[MTrans]],[[メモ]],[[管理用メモ]],[[Version]],98.06%
Terraria.Localization.Content.en-US.Items,ItemName,5,GreenDungeonBed,526,Green Dungeon Bed,ダンジョンのベッド（緑）,グリーンダンジョンベッド,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,PinkDungeonBed,527,Pink Dungeon Bed,ダンジョンのベッド(ピンク),ピンクダンジョンベッド,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ObsidianBed,528,Obsidian Bed,黒曜石のベッド,黒曜石ベッド,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,Waldo,529,Waldo,絵画『探すまでもないウォーリー』,ワルド,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,Darkness,530,Darkness,絵画『塗りつぶされし暗闇』,闇,,2017.06.13 有志反映,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,DarkSoulReaper,531,Dark Soul Reaper,絵画『魂を狩る死霊』,ダークソウルリーパー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,Land,532,Land,絵画『大地』,土地,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,TrappedGhost,533,Trapped Ghost,絵画『閉じ込められた幽霊』,捕獲されたゴースト,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,DemonsEye,534,Demon's Eye,絵画『悪魔の瞳』,悪魔の目,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,WaterCandle,535,Water Candle,水の蝋燭,水のキャンドル,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,FindingGold,536,Finding Gold,絵画『金の発見』,ゴールドを検索,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,FirstEncounter,537,First Encounter,絵画『未知との遭遇』,最初の出会い,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,GoodMorning,538,Good Morning,絵画『一輪の向日葵』,おはようございます,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,UndergroundReward,539,Underground Reward,絵画『地底の報酬』,地下報酬,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ThroughtheWindow,540,Through the Window,絵画『窓辺から』,窓越しに,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,PlaceAbovetheClouds,541,Place Above the Clouds,絵画『天上の大地』,雲の上の場所,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,DoNotStepontheGrass,542,Do Not Step on the Grass,絵画『草木を踏み荒らすな！』,草の上に乗らないでください,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ColdWatersintheWhiteLand,543,Cold Waters in the White Land,絵画『白銀の大地』,ホワイトランドのコールドウォーター,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,LightlessChasms,544,Lightless Chasms,絵画『光無き裂け目』,Lightless割れ目,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,TheLandofDeceivingLooks,545,The Land of Deceiving Looks,絵画『惑いの大地』,欺くルックスの土地,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,Book,546,Book,本,本,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,Daylight,547,Daylight,絵画『真昼』,デーライト,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,SecretoftheSands,548,Secret of the Sands,絵画『砂漠の神秘』,サンズの秘密,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,DeadlandComesAlive,549,Deadland Comes Alive,絵画『賑やかな死の大地』,Deadlandは生きています,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,EvilPresence,550,Evil Presence,絵画『凶悪な存在』,悪のプレゼンス,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,SkyGuardian,551,Sky Guardian,絵画『空の守護者』,スカイガーディアン,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,AmericanExplosive,552,American Explosive,絵画『アメリカン・エクスプローシブ』,アメリカの爆発,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,Discover,553,Discover,絵画『見つけた！』,発見する,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,HandEarth,554,Hand Earth,絵画『大地に生えた手』,ハンド地球,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,OldMiner,555,Old Miner,絵画『老炭鉱夫』,オールド・マイナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,Skelehead,556,Skelehead,絵画『スカルスネークヘッド』,Skelehead,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CopperWatch,557,Copper Watch,銅の時計,銅ウォッチ,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,Cobweb,558,Cobweb,クモの巣,巣,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,FacingtheCerebralMastermind,559,Facing the Cerebral Mastermind,絵画『深淵との対面』,脳首謀に直面,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,LakeofFire,560,Lake of Fire,絵画『炎の湖』,火の湖,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,TrioSuperHeroes,561,Trio Super Heroes,絵画『三人の英雄』,トリオスーパーヒーロー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,SpectreHood,562,Spectre Hood,スペクターフード,スペクターフード,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,SpectreRobe,563,Spectre Robe,スペクターローブ,スペクターローブ,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,SpectrePants,564,Spectre Pants,スペクターパンツ,スペクターパンツ,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,SpectrePickaxe,565,Spectre Pickaxe,スペクターのつるはし,スペクターつるはし,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,SpectreHamaxe,566,Spectre Hamaxe,スペクターハンマーアックス,スペクターHamaxe,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,Ectoplasm,567,Ectoplasm,霊魂,エクトプラズム,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,GothicChair,568,Gothic Chair,ゴシック調のイス,ゴシックチェア,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,NecroHelmet,569,Necro Helmet,死者の兜,ネクロヘルメット,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,GothicTable,570,Gothic Table,ゴシック調のテーブル,ゴシック表,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,GothicWorkBench,571,Gothic Work Bench,ゴシック調の作業台,ゴシックワークベンチ,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,GothicBookcase,572,Gothic Bookcase,ゴシック調の本棚,ゴシック本棚,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,PaladinsHammer,573,Paladin's Hammer,パラディンのハンマー,パラディンのハンマー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,SWATHelmet,574,SWAT Helmet,SWATヘルメット,SWATヘルメット,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,BeeWings,575,Bee Wings,蜂の翼,ビー翼,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,GiantHarpyFeather,576,Giant Harpy Feather,ジャイアントハーピーの羽,ジャイアントハーピーの羽,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,BoneFeather,577,Bone Feather,骨の羽,ボーンフェザー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,FireFeather,578,Fire Feather,火の羽,ファイアーフェザー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,IceFeather,579,Ice Feather,氷の羽,アイスフェザー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,NecroBreastplate,580,Necro Breastplate,死者の胸当て,ネクロブレスト,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,BrokenBatWing,581,Broken Bat Wing,コウモリの破れた翼,壊れたコウモリの翼,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,TatteredBeeWing,582,Tattered Bee Wing,蜂のぼろぼろの翼,ぼろぼろビーウィング,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,LargeAmethyst,583,Large Amethyst,大きなアメジスト,大アメジスト,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,LargeTopaz,584,Large Topaz,大きなトパーズ,大トパーズ,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,LargeSapphire,585,Large Sapphire,大きなサファイヤ,大型サファイア,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,LargeEmerald,586,Large Emerald,大きなエメラルド,大きなエメラルド,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,LargeRuby,587,Large Ruby,大きなルビー,大きなルビー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,LargeDiamond,588,Large Diamond,大きなダイヤモンド,大きなダイヤモンド,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,JungleChest,589,Jungle Chest,ジャングルの宝箱,ジャングル・チェスト,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CorruptionChest,590,Corruption Chest,不浄の宝箱,破損の胸,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,NecroGreaves,591,Necro Greaves,死者のすね当て,ネクログリーブス,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CrimsonChest,592,Crimson Chest,クリムゾンの宝箱,クリムゾン・チェスト,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,HallowedChest,593,Hallowed Chest,聖域の宝箱,神聖胸,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,FrozenChest,594,Frozen Chest,凍った宝箱,冷凍チェスト,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,JungleKey,595,Jungle Key,ジャングルの鍵,ジャングルキー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CorruptionKey,596,Corruption Key,不浄の鍵,汚職キー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CrimsonKey,597,Crimson Key,クリムゾンの鍵,クリムゾンキー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,HallowedKey,598,Hallowed Key,聖域の鍵,神聖キー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,FrozenKey,599,Frozen Key,凍った鍵,冷凍キー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ImpFace,600,Imp Face,絵画『インプの相貌』,インプの顔,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,OminousPresence,601,Ominous Presence,絵画『不吉な存在』,不吉なプレゼンス,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,Bone,602,Bone,骨,骨,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ShiningMoon,603,Shining Moon,絵画『輝く月』,ムーンシャイニング,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,LivingGore,604,Living Gore,絵画『うごめく血塊』,リビングゴア,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,FlowingMagma,605,Flowing Magma,絵画『流れ出るマグマ』,マグマの流れ,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,SpectrePaintbrush,606,Spectre Paintbrush,スペクターペイントブラシ,スペクターペイントブラシ,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,SpectrePaintRoller,607,Spectre Paint Roller,スペクターペイントローラー,スペクターペイントローラー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,SpectrePaintScraper,608,Spectre Paint Scraper,スペクター塗装はがし,スペクターはスクレーパーペイント,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ShroomiteHeadgear,609,Shroomite Headgear,シュルーマイトの額当て,Shroomite帽子,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ShroomiteMask,610,Shroomite Mask,シュルーマイトの仮面,Shroomiteマスク,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ShroomiteHelmet,611,Shroomite Helmet,シュルーマイトの兜,Shroomiteヘルメット,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ShroomiteBreastplate,612,Shroomite Breastplate,シュルーマイトの胸当て,Shroomiteブレスト,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,Muramasa,613,Muramasa,ムラマサ,村正,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ShroomiteLeggings,614,Shroomite Leggings,シュルーマイトのすね当て,Shroomiteレギンス,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,Autohammer,615,Autohammer,自動粉砕機,Autohammer,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ShroomiteBar,616,Shroomite Bar,シュルーマイト,Shroomiteバー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,SDMG,617,S.D.M.G.,S. D. M. G.,S.D.M.G.,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CenxsTiara,618,Cenx's Tiara,センクスのティアラ,Cenxのティアラ,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CenxsBreastplate,619,Cenx's Breastplate,センクスの胸当て,Cenxブレストプレート,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CenxsLeggings,620,Cenx's Leggings,センクスのすね当て,Cenxのレギンス,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CrownosMask,621,Crowno's Mask,クロウノのマスク,Crownoのマスク,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CrownosBreastplate,622,Crowno's Breastplate,クロウノの胸当て,Crownoブレストプレート,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CrownosLeggings,623,Crowno's Leggings,クロウノのすね当て,Crownoのレギンス,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CobaltShield,624,Cobalt Shield,コバルトの盾,コバルトシールド,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,WillsHelmet,625,Will's Helmet,ウィルの兜,ウィルのヘルメット,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,WillsBreastplate,626,Will's Breastplate,ウィルの胸当て,ウィルのブレスト,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,WillsLeggings,627,Will's Leggings,ウィルのすね当て,ウィルのレギンス,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,JimsHelmet,628,Jim's Helmet,ジムの兜,ジムのヘルメット,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,JimsBreastplate,629,Jim's Breastplate,ジムの胸当て,ジムのブレスト,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,JimsLeggings,630,Jim's Leggings,ジムのすね当て,ジムのレギンス,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,AaronsHelmet,631,Aaron's Helmet,アーロンの兜,アーロンのヘルメット,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,AaronsBreastplate,632,Aaron's Breastplate,アーロンの胸当て,アーロンのブレスト,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,AaronsLeggings,633,Aaron's Leggings,アーロンのすね当て,アーロンのレギンス,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,VampireKnives,634,Vampire Knives,ヴァンパイアナイフ,ヴァンパイアナイフ,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,AquaScepter,635,Aqua Scepter,アクアセプター,アクアセプター,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,BrokenHeroSword,636,Broken Hero Sword,壊れた英雄の剣,壊れたヒーロー剣,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ScourgeoftheCorruptor,637,Scourge of the Corruptor,スカージオブコラプター,NYPD15分署のスカージ,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,StaffoftheFrostHydra,638,Staff of the Frost Hydra,フロストヒドラの杖,フロストハイドラのスタッフ,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,TheCreationoftheGuide,639,The Creation of the Guide,絵画『ガイドの創造』,ガイドの作成,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,TheMerchant,640,The Merchant,絵画『商人』,マーチャント,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CrownoDevoursHisLunch,641,Crowno Devours His Lunch,絵画『我がランチを食らうクロウノ』,Crownoは彼のランチをむさぼり食います,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,RareEnchantment,642,Rare Enchantment,絵画『強い魔力』,レアエンチャント,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,GloriousNight,643,Glorious Night,絵画『栄光の夜』,グロリアス・ナイト,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,SweetheartNecklace,644,Sweetheart Necklace,甘いハートのネックレス,スウィートハートネックレス,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,FlurryBoots,645,Flurry Boots,疾風のブーツ,フラリーブーツ,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,LuckyHorseshoe,646,Lucky Horseshoe,幸運の蹄鉄,ラッキーホースシュー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,DTownsHelmet,647,D-Town's Helmet,D-タウンの兜,D-タウンのヘルメット,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,DTownsBreastplate,648,D-Town's Breastplate,D-タウンの胸当て,D-タウンのブレスト,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,DTownsLeggings,649,D-Town's Leggings,D-タウンのすね当て,D-タウンのレギンス,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,DTownsWings,650,D-Town's Wings,D-タウンの翼,D-タウンの翼,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,WillsWings,651,Will's Wings,ウィルの翼,ウィルの翼,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CrownosWings,652,Crowno's Wings,クロウノの翼,Crownoの翼,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CenxsWings,653,Cenx's Wings,センクスの翼,Cenxの翼,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CenxsDress,654,Cenx's Dress,センクスのドレス,Cenxのドレス,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CenxsDressPants,655,Cenx's Dress Pants,センクスのパンツ,Cenxのドレスパンツ,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,PalladiumColumn,656,Palladium Column,パラジウムの柱,パラジウムコラム,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ShinyRedBalloon,657,Shiny Red Balloon,輝く赤い風船,シャイニーレッドバルーン,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,PalladiumColumnWall,658,Palladium Column Wall,パラジウムの柱の壁,パラジウムカラム壁,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,BubblegumBlock,659,Bubblegum Block,バブルガム・ブロック,バブルガムブロック,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,BubblegumBlockWall,660,Bubblegum Block Wall,バブルガム・ブロックの壁,バブルガムブロックウォール,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,TitanstoneBlock,661,Titanstone Block,チタンストーンブロック,Titanstoneブロック,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,TitanstoneBlockWall,662,Titanstone Block Wall,チタンストーンブロックの壁,Titanstoneブロックウォール,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,MagicCuffs,663,Magic Cuffs,魔法のカフス,マジックカフス,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,MusicBoxSnow,664,Music Box (Snow),オルゴール（雪）,オルゴール（雪）,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,MusicBoxSpace,665,Music Box (Space),オルゴール（宇宙）,オルゴール（スペース）,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,MusicBoxCrimson,666,Music Box (Crimson),オルゴール（真紅）,オルゴール（クリムゾン）,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,MusicBoxBoss4,667,Music Box (Boss 4),オルゴール（ボス 4）,オルゴール（ボス4）,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,SilverWatch,668,Silver Watch,銀の時計,シルバーウォッチ,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,Harpoon,669,Harpoon,ハープーン,銛,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,MusicBoxAltOverworldDay,670,Music Box (Alt Overworld Day),オルゴール（地上昼 2）,オルゴール（AltキーOverworld日）,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,MusicBoxRain,671,Music Box (Rain),オルゴール（雨）,オルゴール（雨）,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,MusicBoxIce,672,Music Box (Ice),オルゴール（氷）,オルゴール（アイス）,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,MusicBoxDesert,673,Music Box (Desert),オルゴール（砂漠）,オルゴール（砂漠）,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,MusicBoxOcean,674,Music Box (Ocean),オルゴール（海）,オルゴール（オーシャン）,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,MusicBoxDungeon,675,Music Box (Dungeon),オルゴール（ダンジョン）,オルゴール（ダンジョン）,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,MusicBoxPlantera,676,Music Box (Plantera),オルゴール（プランテラ）,オルゴール（Plantera）,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,MusicBoxBoss5,677,Music Box (Boss 5),オルゴール（ボス 5）,オルゴール（ボス5）,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,MusicBoxTemple,678,Music Box (Temple),オルゴール（寺院）,オルゴール（寺院）,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,MusicBoxEclipse,679,Music Box (Eclipse),オルゴール（日食）,オルゴール（エクリプス）,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,SpikyBall,680,Spiky Ball,スパイクボール,先端のとがったボール,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,MusicBoxMushrooms,681,Music Box (Mushrooms),オルゴール（キノコ）,オルゴール（キノコ）,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ButterflyDust,682,Butterfly Dust,蝶のりんぷん,バタフライダスト,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,AnkhCharm,683,Ankh Charm,聖十字のお守り,アンクチャーム,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,AnkhShield,684,Ankh Shield,聖十字の盾,アンクシールド,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,BlueFlare,685,Blue Flare,青い照明弾,ブルーフレア,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,AnglerFishBanner,686,Angler Fish Banner,アングラーフィッシュのバナー,アングラーの魚バナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,AngryNimbusBanner,687,Angry Nimbus Banner,アングリーニンバスのバナー,怒っているニンバスバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,AnomuraFungusBanner,688,Anomura Fungus Banner,アノムラファンガスのバナー,ヤドカリ下目菌バナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,AntlionBanner,689,Antlion Banner,アントリオンのバナー,ウスバカゲロウバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ArapaimaBanner,690,Arapaima Banner,ピラルクーのバナー,ピラルクーバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,BallOHurt,691,Ball O' Hurt,ボールオブハート,ボールO」ハート,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ArmoredSkeletonBanner,692,Armored Skeleton Banner,アーマードスケルトンのバナー,アーマードスケルトンバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,BatBanner,693,Cave Bat Banner,ケイブバットのバナー,洞窟バットバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,BirdBanner,694,Bird Banner,バードのバナー,鳥バナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,BlackRecluseBanner,695,Black Recluse Banner,ブラックレクルスのバナー,ブラック世捨て人バナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,BloodFeederBanner,696,Blood Feeder Banner,ブラッドフィーダーのバナー,ブラッドフィーダーバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,BloodJellyBanner,697,Blood Jelly Banner,ブラッドジェリーのバナー,ブラッドゼリーバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,BloodCrawlerBanner,698,Blood Crawler Banner,ブラッドクロウラーのバナー,ブラッドクローラバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,BoneSerpentBanner,699,Bone Serpent Banner,ボーンサーペントのバナー,骨蛇バナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,BunnyBanner,700,Bunny Banner,バニーのバナー,バニーバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ChaosElementalBanner,701,Chaos Elemental Banner,カオスエレメンタルのバナー,カオスエレメンタルバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,BlueMoon,702,Blue Moon,ブルームーン,ブルームーン,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,MimicBanner,703,Mimic Banner,ミミックのバナー,ミミックバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ClownBanner,704,Clown Banner,ピエロのバナー,ピエロバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CorruptBunnyBanner,705,Corrupt Bunny Banner,コラプトバニーのバナー,破損バニーバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CorruptGoldfishBanner,706,Corrupt Goldfish Banner,コラプトゴールドフィッシュのバナー,破損金魚バナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CrabBanner,707,Crab Banner,クラブのバナー,カニのバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CrimeraBanner,708,Crimera Banner,クリメラのバナー,Crimeraバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CrimsonAxeBanner,709,Crimson Axe Banner,クリムゾンアックスのバナー,クリムゾンアックスバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,CursedHammerBanner,710,Cursed Hammer Banner,カースハンマーのバナー,呪われたハンマーバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,DemonBanner,711,Demon Banner,デーモンのバナー,悪魔バナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,DemonEyeBanner,712,Demon Eye Banner,デーモンアイのバナー,悪魔の目バナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,Handgun,713,Handgun,拳銃,ハンドガン,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,DerplingBanner,714,Derpling Banner,ダープリングのバナー,Derplingバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,EaterofSoulsBanner,715,Eater of Souls Banner,イーターオブソウルのバナー,魂バナーのイーター,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,EnchantedSwordBanner,716,Enchanted Sword Banner,エンチャントソードのバナー,魅惑の剣バナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,ZombieEskimoBanner,717,Zombie Eskimo Banner,ゾンビエスキモーのバナー,ゾンビエスキモーバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,FaceMonsterBanner,718,Face Monster Banner,フェイスモンスターのバナー,フェイスモンスターバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,FloatyGrossBanner,719,Floaty Gross Banner,フローティーグロスのバナー,フワッとグロスバナー,,,,1
Terraria.Localization.Content.en-US.Items,ItemName,5,FlyingFishBanner,720,Flying Fish Banner,トビウオのバナー,フライング魚のバナー,,,,1
